# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCHAG00000006955	ENSCHAG00000006955	ENSCHAT00000013885		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000007023	ENSCHAG00000007023	ENSCHAT00000014102	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSCHAG00000007077	ENSCHAG00000007077	ENSCHAT00000016569	protein_coding	0	0	1	6	0	0	0	1	5	1	0	0	0	0	0	0	0
ENSCHAG00000007077	ENSCHAG00000007077	ENSCHAT00000016645	protein_coding	0	0	1	6	0	0	0	1	5	1	0	0	0	0	0	0	0
ENSCHAG00000007077	ENSCHAG00000007077	ENSCHAT00000016670	protein_coding	0	0	1	6	0	0	0	1	5	1	0	0	0	0	0	0	0
ENSCHAG00000007077	ENSCHAG00000007077	ENSCHAT00000016696	protein_coding	0	0	1	6	0	0	0	1	5	1	0	0	0	0	0	0	0
ENSCHAG00000007077	ENSCHAG00000007077	ENSCHAT00000016720	protein_coding	0	0	1	6	0	0	0	1	5	1	0	0	0	0	0	0	0
ENSCHAG00000007077	ENSCHAG00000007077	ENSCHAT00000016772	protein_coding	0	0	1	6	0	0	0	1	2	1	0	0	0	0	0	0	3
ENSCHAG00000007077	ENSCHAG00000007077	ENSCHAT00000016814	protein_coding	0	0	1	6	0	0	0	1	2	1	0	0	0	0	0	0	3
ENSCHAG00000007077	ENSCHAG00000007077	ENSCHAT00000016861	protein_coding	0	0	1	6	0	0	0	1	2	1	0	0	0	0	0	0	3
ENSCHAG00000007077	ENSCHAG00000007077	ENSCHAT00000016877	protein_coding	0	0	1	6	0	0	0	1	5	1	0	0	0	0	0	0	0
ENSCHAG00000007077	ENSCHAG00000007077	ENSCHAT00000016898	protein_coding	0	0	1	6	0	0	0	1	5	1	0	0	0	0	0	0	0
ENSCHAG00000007156	ENSCHAG00000007156	ENSCHAT00000014557	protein_coding	0	4	6	11	0	0	0	1	7	6	0	0	2	0	0	3	4
ENSCHAG00000007156	ENSCHAG00000007156	ENSCHAT00000014604	protein_coding	0	4	6	11	0	0	0	1	7	6	0	0	2	0	0	3	4
ENSCHAG00000007370	ENSCHAG00000007370	ENSCHAT00000014903	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSCHAG00000007861	ENSCHAG00000007861	ENSCHAT00000016037	protein_coding	0	0	0	28	0	0	0	0	27	0	0	0	0	0	0	0	1
ENSCHAG00000007867	ENSCHAG00000007867	ENSCHAT00000016061	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000007880	ENSCHAG00000007880	ENSCHAT00000016106	protein_coding	0	3	4	8	0	0	0	4	2	4	0	0	0	0	0	3	2
ENSCHAG00000007901	ENSCHAG00000007901	ENSCHAT00000016148	protein_coding	0	0	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0
ENSCHAG00000007926	ENSCHAG00000007926	ENSCHAT00000016211	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0
ENSCHAG00000007952	ENSCHAG00000007952	ENSCHAT00000016290	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000008269	ENSCHAG00000008269	ENSCHAT00000017036		0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSCHAG00000008271	ENSCHAG00000008271	ENSCHAT00000017061	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSCHAG00000008352	ENSCHAG00000008352	ENSCHAT00000017236	protein_coding	0	0	0	15	1	0	0	1	0	0	0	0	0	0	0	0	13
ENSCHAG00000008617	ENSCHAG00000008617	ENSCHAT00000017845	snoRNA	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	5
ENSCHAG00000009472	ENSCHAG00000009472	ENSCHAT00000020009	protein_coding	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	6
ENSCHAG00000009473	ENSCHAG00000009473	ENSCHAT00000019976	protein_coding	0	0	1	19	0	0	0	1	13	1	0	0	0	0	0	0	5
ENSCHAG00000009473	ENSCHAG00000009473	ENSCHAT00000019990	protein_coding	0	2	2	13	0	2	2	1	6	2	0	0	0	0	0	0	4
ENSCHAG00000009484	ENSCHAG00000009484	ENSCHAT00000020043	protein_coding	0	0	0	15	0	0	0	10	0	0	0	0	0	0	0	0	5
ENSCHAG00000009496	ENSCHAG00000009496	ENSCHAT00000020139	protein_coding	0	2	0	7	0	0	0	0	7	0	0	0	0	0	0	2	0
ENSCHAG00000009496	ENSCHAG00000009496	ENSCHAT00000020275	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	6
ENSCHAG00000009505	ENSCHAG00000009505	ENSCHAT00000020103	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSCHAG00000009535	ENSCHAG00000009535	ENSCHAT00000020148	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000009550	ENSCHAG00000009550	ENSCHAT00000020175	protein_coding	0	0	0	9	0	0	0	4	3	0	0	0	0	0	0	0	2
ENSCHAG00000009550	ENSCHAG00000009550	ENSCHAT00000020201	protein_coding	0	0	0	7	0	0	0	4	3	0	0	0	0	0	0	0	0
ENSCHAG00000010099	ENSCHAG00000010099	ENSCHAT00000022418	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	1	0
ENSCHAG00000010099	ENSCHAG00000010099	ENSCHAT00000022577	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	1	0
ENSCHAG00000010099	ENSCHAG00000010099	ENSCHAT00000022606	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	1	0
ENSCHAG00000010099	ENSCHAG00000010099	ENSCHAT00000022737	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	1	0
ENSCHAG00000010099	ENSCHAG00000010099	ENSCHAT00000022896	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	1	0
ENSCHAG00000010099	ENSCHAG00000010099	ENSCHAT00000022912	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	1	0
ENSCHAG00000010099	ENSCHAG00000010099	ENSCHAT00000022970	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	1	0
ENSCHAG00000010099	ENSCHAG00000010099	ENSCHAT00000022984	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	1	0
ENSCHAG00000010127	ENSCHAG00000010127	ENSCHAT00000021754	protein_coding	0	3	0	86	1	0	0	0	85	0	0	0	1	0	0	3	0
ENSCHAG00000010127	ENSCHAG00000010127	ENSCHAT00000021822	protein_coding	0	4	2	83	1	0	0	0	82	2	0	0	1	0	0	4	0
ENSCHAG00000010127	ENSCHAG00000010127	ENSCHAT00000021918	protein_coding	0	4	4	81	1	0	0	0	80	4	0	0	1	0	0	4	0
ENSCHAG00000010127	ENSCHAG00000010127	ENSCHAT00000022044	protein_coding	0	4	4	81	1	0	0	0	80	4	0	0	1	0	0	4	0
ENSCHAG00000010127	ENSCHAG00000010127	ENSCHAT00000022823	protein_coding	0	3	0	86	1	0	0	0	85	0	0	0	1	0	0	3	0
ENSCHAG00000010127	ENSCHAG00000010127	ENSCHAT00000029736	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000010127	ENSCHAG00000010127	ENSCHAT00000030503	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000010127	ENSCHAG00000010127	ENSCHAT00000030845	protein_coding	0	4	5	38	1	0	0	0	30	5	0	0	1	0	0	4	7
ENSCHAG00000010127	ENSCHAG00000010127	ENSCHAT00000031401	protein_coding	0	2	5	29	0	0	0	0	22	5	0	0	0	0	0	2	7
ENSCHAG00000010127	ENSCHAG00000010127	ENSCHAT00000031427	protein_coding	0	2	5	29	0	0	0	0	22	5	0	0	0	0	0	2	7
ENSCHAG00000010249	ENSCHAG00000010249	ENSCHAT00000022085		0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	6
ENSCHAG00000010254	ENSCHAG00000010254	ENSCHAT00000022093	protein_coding	0	1	0	8	0	0	1	0	7	0	0	0	1	0	0	0	1
ENSCHAG00000010254	ENSCHAG00000010254	ENSCHAT00000022101	protein_coding	0	1	0	8	0	0	1	0	7	0	0	0	1	0	0	0	1
ENSCHAG00000010269	ENSCHAG00000010269	ENSCHAT00000022131	protein_coding	0	2	6	4	0	0	0	4	0	6	0	0	0	0	0	2	0
ENSCHAG00000010605	ENSCHAG00000010605	ENSCHAT00000022925	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	4
ENSCHAG00000010648	ENSCHAG00000010648	ENSCHAT00000023026	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCHAG00000011428	ENSCHAG00000011428	ENSCHAT00000025050	protein_coding	1	2	6	32	0	0	0	1	27	6	0	0	1	1	0	2	4
ENSCHAG00000011428	ENSCHAG00000011428	ENSCHAT00000025063	protein_coding	0	2	5	49	1	0	0	7	40	5	0	0	1	0	0	2	1
ENSCHAG00000011428	ENSCHAG00000011428	ENSCHAT00000025075	protein_coding	1	4	8	21	1	0	0	7	9	8	0	0	1	1	0	4	4
ENSCHAG00000011444	ENSCHAG00000011444	ENSCHAT00000025116	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	2
ENSCHAG00000011460	ENSCHAG00000011460	ENSCHAT00000025282	protein_coding	0	0	0	14	0	0	0	13	0	0	0	0	0	0	0	0	1
ENSCHAG00000011460	ENSCHAG00000011460	ENSCHAT00000025320	protein_coding	0	0	0	14	0	0	0	13	0	0	0	0	0	0	0	0	1
ENSCHAG00000011534	ENSCHAG00000011534	ENSCHAT00000025490	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000011534	ENSCHAG00000011534	ENSCHAT00000025525	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000011753	ENSCHAG00000011753	ENSCHAT00000025929	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000011914	ENSCHAG00000011914	ENSCHAT00000026344		0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	3
ENSCHAG00000012296	ENSCHAG00000012296	ENSCHAT00000027333	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000012311	ENSCHAG00000012311	ENSCHAT00000027453	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000012361	ENSCHAG00000012361	ENSCHAT00000027468		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCHAG00000012390	ENSCHAG00000012390	ENSCHAT00000027579	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSCHAG00000012410	ENSCHAG00000012410	ENSCHAT00000027612	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000012464	ENSCHAG00000012464	ENSCHAT00000027859	protein_coding	0	0	1	4	0	0	0	0	1	1	0	0	0	0	0	0	3
ENSCHAG00000012906	ENSCHAG00000012906	ENSCHAT00000028808	protein_coding	0	0	0	10	2	0	0	3	1	0	0	0	0	0	0	0	4
ENSCHAG00000012914	ENSCHAG00000012914	ENSCHAT00000028845	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000012946	ENSCHAG00000012946	ENSCHAT00000029085	protein_coding	0	0	0	19	0	0	0	0	18	0	0	0	0	0	0	0	1
ENSCHAG00000012946	ENSCHAG00000012946	ENSCHAT00000029184	protein_coding	0	0	0	19	0	0	0	0	18	0	0	0	0	0	0	0	1
ENSCHAG00000013075	ENSCHAG00000013075	ENSCHAT00000029201		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000013316	ENSCHAG00000013316	ENSCHAT00000029972	protein_coding	0	0	0	9	2	0	0	4	1	0	0	0	0	0	0	0	2
ENSCHAG00000013316	ENSCHAG00000013316	ENSCHAT00000029984	protein_coding	0	0	0	9	2	0	0	4	1	0	0	0	0	0	0	0	2
ENSCHAG00000013316	ENSCHAG00000013316	ENSCHAT00000030002	protein_coding	0	0	0	6	0	0	0	3	1	0	0	0	0	0	0	0	2
ENSCHAG00000013316	ENSCHAG00000013316	ENSCHAT00000030013	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000013391	ENSCHAG00000013391	ENSCHAT00000030036	protein_coding	0	0	0	7	0	0	0	5	2	0	0	0	0	0	0	0	0
ENSCHAG00000013397	ENSCHAG00000013397	ENSCHAT00000030051		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000013400	ENSCHAG00000013400	ENSCHAT00000030053		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000013911	ENSCHAG00000013911	ENSCHAT00000031366	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	1
ENSCHAG00000013915	ENSCHAG00000013915	ENSCHAT00000031391	protein_coding	0	0	0	6	0	0	0	2	4	0	0	0	0	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000041804	protein_coding	0	0	9	31	0	0	0	0	31	9	0	0	0	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000042643	protein_coding	0	0	8	32	0	0	0	0	32	8	0	0	0	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000042957	protein_coding	0	0	9	31	0	0	0	0	31	9	0	0	0	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000043330	protein_coding	0	1	8	31	0	0	0	0	32	8	0	0	2	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000043437	protein_coding	0	0	9	31	0	0	0	0	31	9	0	0	0	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000046578	protein_coding	0	0	9	31	0	0	0	0	31	9	0	0	0	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000046685	protein_coding	0	0	9	31	0	0	0	0	31	9	0	0	0	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000046996	protein_coding	0	0	9	31	0	0	0	0	31	9	0	0	0	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000047487	protein_coding	0	1	10	29	0	0	0	0	29	10	0	0	0	0	0	1	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000047531	protein_coding	0	0	9	31	0	0	0	0	31	9	0	0	0	0	0	0	0
ENSCHAG00000014367	ENSCHAG00000014367	ENSCHAT00000033576	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSCHAG00000014367	ENSCHAG00000014367	ENSCHAT00000033687	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0
ENSCHAG00000014367	ENSCHAG00000014367	ENSCHAT00000033804	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0
ENSCHAG00000014367	ENSCHAG00000014367	ENSCHAT00000033863	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0
ENSCHAG00000014367	ENSCHAG00000014367	ENSCHAT00000034003	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0
ENSCHAG00000014367	ENSCHAG00000014367	ENSCHAT00000034056	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0
ENSCHAG00000014367	ENSCHAG00000014367	ENSCHAT00000034095	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSCHAG00000014367	ENSCHAG00000014367	ENSCHAT00000034246	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0
ENSCHAG00000014788	ENSCHAG00000014788	ENSCHAT00000033486	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
ENSCHAG00000014801	ENSCHAG00000014801	ENSCHAT00000033518	protein_coding	0	0	0	12	0	0	0	6	0	0	0	0	0	0	0	0	6
ENSCHAG00000014813	ENSCHAG00000014813	ENSCHAT00000033530	protein_coding	0	1	0	11	2	0	0	6	0	0	0	0	1	0	0	0	3
ENSCHAG00000015100	ENSCHAG00000015100	ENSCHAT00000034272		0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0
ENSCHAG00000015319	ENSCHAG00000015319	ENSCHAT00000034719		0	0	0	9	0	0	0	3	3	0	0	0	0	0	0	0	3
ENSCHAG00000015319	ENSCHAG00000015319	ENSCHAT00000034720		0	0	0	9	0	0	0	5	0	0	1	0	0	0	0	0	3
ENSCHAG00000015321	ENSCHAG00000015321	ENSCHAT00000034722		0	0	0	9	0	0	0	3	1	0	0	0	0	0	0	0	5
ENSCHAG00000015800	ENSCHAG00000015800	ENSCHAT00000035916		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000015807	ENSCHAG00000015807	ENSCHAT00000036267	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000015807	ENSCHAG00000015807	ENSCHAT00000036307	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000015807	ENSCHAG00000015807	ENSCHAT00000036315	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000015996	ENSCHAG00000015996	ENSCHAT00000036387		0	0	0	12	0	0	0	4	0	0	1	0	0	0	0	0	7
ENSCHAG00000015997	ENSCHAG00000015997	ENSCHAT00000036391		0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	0	3
ENSCHAG00000017184	ENSCHAG00000017184	ENSCHAT00000039369	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000017444	ENSCHAG00000017444	ENSCHAT00000040026		0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	4
ENSCHAG00000017444	ENSCHAG00000017444	ENSCHAT00000040027		0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	4
ENSCHAG00000017786	ENSCHAG00000017786	ENSCHAT00000040984		0	0	0	6	0	0	0	1	0	0	2	0	0	0	0	0	3
ENSCHAG00000017789	ENSCHAG00000017789	ENSCHAT00000041018	protein_coding	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	3
ENSCHAG00000019145	ENSCHAG00000019145	ENSCHAT00000044260	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSCHAG00000019153	ENSCHAG00000019153	ENSCHAT00000044642	protein_coding	0	2	0	6	0	0	0	0	3	0	0	0	0	0	0	2	3
ENSCHAG00000019307	ENSCHAG00000019307	ENSCHAT00000044665		0	0	0	6	0	0	0	3	0	0	3	0	0	0	0	0	0
ENSCHAG00000019311	ENSCHAG00000019311	ENSCHAT00000044909	protein_coding	0	1	0	12	0	0	0	3	7	0	0	0	0	0	0	1	2
ENSCHAG00000019311	ENSCHAG00000019311	ENSCHAT00000045046	protein_coding	0	0	0	7	0	0	0	3	4	0	0	0	0	0	0	0	0
ENSCHAG00000019311	ENSCHAG00000019311	ENSCHAT00000045103	protein_coding	0	0	0	7	0	0	0	3	4	0	0	0	0	0	0	0	0
ENSCHAG00000019311	ENSCHAG00000019311	ENSCHAT00000045164	protein_coding	0	0	0	13	0	0	0	3	8	0	0	0	0	0	0	0	2
ENSCHAG00000019311	ENSCHAG00000019311	ENSCHAT00000045188	protein_coding	0	0	0	7	0	0	0	3	4	0	0	0	0	0	0	0	0
ENSCHAG00000019418	ENSCHAG00000019418	ENSCHAT00000044967		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000019511	ENSCHAG00000019511	ENSCHAT00000045675	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
ENSCHAG00000019681	ENSCHAG00000019681	ENSCHAT00000045607	protein_coding	0	0	0	6	0	0	0	1	4	0	0	0	0	0	0	0	1
ENSCHAG00000019681	ENSCHAG00000019681	ENSCHAT00000045629	protein_coding	0	0	0	6	0	0	0	1	4	0	0	0	0	0	0	0	1
ENSCHAG00000019785	ENSCHAG00000019785	ENSCHAT00000046056	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	1	0
ENSCHAG00000020041	ENSCHAG00000020041	ENSCHAT00000046686	protein_coding	0	0	0	16	0	0	4	0	7	0	0	0	0	0	0	0	5
ENSCHAG00000020459	ENSCHAG00000020459	ENSCHAT00000047547	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSCHAG00000020672	ENSCHAG00000020672	ENSCHAT00000048218	protein_coding	0	0	0	11	0	0	0	3	3	0	0	0	0	0	0	0	5
ENSCHAG00000020672	ENSCHAG00000020672	ENSCHAT00000048239	protein_coding	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	3
ENSCHAG00000020752	ENSCHAG00000020752	ENSCHAT00000048270	protein_coding	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	2
ENSCHAG00000020759	ENSCHAG00000020759	ENSCHAT00000048320	protein_coding	0	1	1	20	0	0	0	13	0	1	0	0	0	0	0	1	7
ENSCHAG00000020784	ENSCHAG00000020784	ENSCHAT00000048340	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0
ENSCHAG00000021343	ENSCHAG00000021343	ENSCHAT00000049741		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSCHAG00000021473	ENSCHAG00000021473	ENSCHAT00000050125	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000021506	ENSCHAG00000021506	ENSCHAT00000050208		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
ENSCHAG00000021512	ENSCHAG00000021512	ENSCHAT00000050330	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0
ENSCHAG00000021543	ENSCHAG00000021543	ENSCHAT00000050504	protein_coding	0	0	0	7	1	0	0	3	2	0	0	0	0	0	0	0	1
ENSCHAG00000021543	ENSCHAG00000021543	ENSCHAT00000050519	protein_coding	0	0	0	6	0	0	0	3	2	0	0	0	0	0	0	0	1
ENSCHAG00000021609	ENSCHAG00000021609	ENSCHAT00000050558	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000021650	ENSCHAG00000021650	ENSCHAT00000050611		0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	3
ENSCHAG00000021839	ENSCHAG00000021839	ENSCHAT00000051171	protein_coding	0	2	3	65	0	0	0	21	44	3	0	0	0	0	0	2	0
ENSCHAG00000021839	ENSCHAG00000021839	ENSCHAT00000051239	protein_coding	1	4	3	48	0	0	0	17	15	3	0	0	1	1	0	4	16
ENSCHAG00000021896	ENSCHAG00000021896	ENSCHAT00000051256	protein_coding	0	1	2	36	8	0	0	17	6	2	0	0	0	0	0	1	5
ENSCHAG00000021902	ENSCHAG00000021902	ENSCHAT00000051280	protein_coding	0	1	0	42	0	1	2	8	1	0	0	0	0	0	0	0	31
ENSCHAG00000022139	ENSCHAG00000022139	ENSCHAT00000051943	protein_coding	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	2
ENSCHAG00000022151	ENSCHAG00000022151	ENSCHAT00000051972	protein_coding	0	0	0	12	0	0	0	7	3	0	0	0	0	0	0	0	2
ENSCHAG00000022162	ENSCHAG00000022162	ENSCHAT00000052078	protein_coding	0	0	0	11	0	0	0	4	5	0	0	0	0	0	0	0	2
ENSCHAG00000022162	ENSCHAG00000022162	ENSCHAT00000052099	protein_coding	0	0	0	11	0	0	0	4	2	0	0	0	0	0	0	0	5
ENSCHAG00000022162	ENSCHAG00000022162	ENSCHAT00000052112	protein_coding	0	0	0	11	0	0	0	4	2	0	0	0	0	0	0	0	5
ENSCHAG00000022162	ENSCHAG00000022162	ENSCHAT00000052135	protein_coding	0	0	0	11	0	0	0	4	0	0	0	0	0	0	0	0	7
ENSCHAG00000022166	ENSCHAG00000022166	ENSCHAT00000052023	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	3
ENSCHAG00000022241	ENSCHAG00000022241	ENSCHAT00000052181	protein_coding	0	0	0	13	0	0	0	4	6	0	0	0	0	0	0	0	3
ENSCHAG00000022241	ENSCHAG00000022241	ENSCHAT00000052210	protein_coding	0	1	0	12	0	0	0	4	5	0	0	0	0	0	0	1	3
ENSCHAG00000022241	ENSCHAG00000022241	ENSCHAT00000052252	protein_coding	0	0	0	13	0	0	0	4	4	0	0	0	0	0	0	0	5
ENSCHAG00000022241	ENSCHAG00000022241	ENSCHAT00000052265	protein_coding	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	0	9
ENSCHAG00000022300	ENSCHAG00000022300	ENSCHAT00000052362	protein_coding	0	0	0	4	0	0	0	3	1	0	0	0	0	0	0	0	0
ENSCHAG00000022709	ENSCHAG00000022709	ENSCHAT00000053627	pseudogene	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCHAG00000022815	ENSCHAG00000022815	ENSCHAT00000053675	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000022815	ENSCHAG00000022815	ENSCHAT00000053687	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000022830	ENSCHAG00000022830	ENSCHAT00000053733	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000023218	ENSCHAG00000023218	ENSCHAT00000055432	protein_coding	0	1	0	14	0	1	2	2	7	0	0	0	0	0	0	0	3
ENSCHAG00000023218	ENSCHAG00000023218	ENSCHAT00000055474	protein_coding	0	1	0	14	0	1	2	2	7	0	0	0	0	0	0	0	3
ENSCHAG00000023218	ENSCHAG00000023218	ENSCHAT00000055496	protein_coding	0	0	0	12	0	0	0	2	4	0	0	0	0	0	0	0	6
ENSCHAG00000023218	ENSCHAG00000023218	ENSCHAT00000055510	protein_coding	0	0	0	12	0	0	0	2	4	0	0	0	0	0	0	0	6
ENSCHAG00000023218	ENSCHAG00000023218	ENSCHAT00000055530	protein_coding	0	0	0	12	0	0	0	2	4	0	0	0	0	0	0	0	6
ENSCHAG00000023218	ENSCHAG00000023218	ENSCHAT00000055550	protein_coding	0	0	0	12	0	0	0	2	3	0	0	0	0	0	0	0	7
ENSCHAG00000023218	ENSCHAG00000023218	ENSCHAT00000055605	protein_coding	0	0	0	12	0	0	0	2	3	0	0	0	0	0	0	0	7
ENSCHAG00000023616	ENSCHAG00000023616	ENSCHAT00000056370	protein_coding	0	0	0	16	2	0	1	5	8	0	0	0	0	0	0	0	0
ENSCHAG00000023616	ENSCHAG00000023616	ENSCHAT00000056461	protein_coding	0	0	0	10	2	0	0	5	3	0	0	0	0	0	0	0	0
