# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCHAG00000012700	ENSCHAG00000012700	ENSCHAT00000028348	protein_coding	0	0	0	16	0	0	0	5	5	0	0	0	0	0	6
ENSCHAG00000012706	ENSCHAG00000012706	ENSCHAT00000028702	protein_coding	0	5	0	12	0	0	0	4	8	0	0	1	0	4	1
ENSCHAG00000012706	ENSCHAG00000012706	ENSCHAT00000028747	protein_coding	0	6	0	11	0	0	0	5	6	0	0	1	0	5	1
ENSCHAG00000012707	ENSCHAG00000012707	ENSCHAT00000028392	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
ENSCHAG00000012882	ENSCHAG00000012882	ENSCHAT00000028763		0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
ENSCHAG00000012946	ENSCHAG00000012946	ENSCHAT00000029085	protein_coding	0	0	0	19	0	0	0	0	18	0	0	0	0	0	1
ENSCHAG00000012946	ENSCHAG00000012946	ENSCHAT00000029184	protein_coding	0	0	0	19	0	0	0	0	18	0	0	0	0	0	1
ENSCHAG00000012951	ENSCHAG00000012951	ENSCHAT00000028940	protein_coding	0	2	3	93	0	0	0	12	79	3	0	0	0	2	2
ENSCHAG00000012961	ENSCHAG00000012961	ENSCHAT00000028953	protein_coding	0	0	1	8	0	0	0	8	0	1	0	0	0	0	0
ENSCHAG00000012971	ENSCHAG00000012971	ENSCHAT00000029025	protein_coding	0	0	1	64	0	0	0	10	54	1	0	0	0	0	0
ENSCHAG00000013020	ENSCHAG00000013020	ENSCHAT00000029079		0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
ENSCHAG00000013075	ENSCHAG00000013075	ENSCHAT00000029201		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000013364	ENSCHAG00000013364	ENSCHAT00000029989	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000013588	ENSCHAG00000013588	ENSCHAT00000030513		0	1	0	18	0	0	0	9	1	0	6	1	0	0	3
ENSCHAG00000013588	ENSCHAG00000013588	ENSCHAT00000030517		0	1	0	18	0	0	0	9	1	0	6	1	0	0	3
ENSCHAG00000013591	ENSCHAG00000013591	ENSCHAT00000030523		0	0	0	10	0	0	0	7	0	0	1	0	0	0	2
ENSCHAG00000013726	ENSCHAG00000013726	ENSCHAT00000031365	protein_coding	0	2	0	5	0	0	0	4	1	0	0	0	0	2	0
ENSCHAG00000013726	ENSCHAG00000013726	ENSCHAT00000031448	protein_coding	0	2	0	5	0	0	0	4	1	0	0	0	0	2	0
ENSCHAG00000013726	ENSCHAG00000013726	ENSCHAT00000031689	protein_coding	0	2	0	5	0	0	0	4	1	0	0	0	0	2	0
ENSCHAG00000013726	ENSCHAG00000013726	ENSCHAT00000031735	protein_coding	0	2	0	5	0	0	0	4	1	0	0	0	0	2	0
ENSCHAG00000014028	ENSCHAG00000014028	ENSCHAT00000031671		0	0	0	4	0	0	0	3	0	0	0	0	0	0	1
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000041804	protein_coding	0	0	9	31	0	0	0	0	31	9	0	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000042643	protein_coding	0	0	8	32	0	0	0	0	32	8	0	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000042957	protein_coding	0	0	9	31	0	0	0	0	31	9	0	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000043330	protein_coding	0	1	8	31	0	0	0	0	32	8	0	2	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000043437	protein_coding	0	0	9	31	0	0	0	0	31	9	0	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000046578	protein_coding	0	0	9	31	0	0	0	0	31	9	0	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000046685	protein_coding	0	0	9	31	0	0	0	0	31	9	0	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000046996	protein_coding	0	0	9	31	0	0	0	0	31	9	0	0	0	0	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000047487	protein_coding	0	1	10	29	0	0	0	0	29	10	0	0	0	1	0
ENSCHAG00000014140	ENSCHAG00000014140	ENSCHAT00000047531	protein_coding	0	0	9	31	0	0	0	0	31	9	0	0	0	0	0
ENSCHAG00000014180	ENSCHAG00000014180	ENSCHAT00000032015	protein_coding	0	0	0	50	0	0	0	31	0	0	0	0	0	0	19
ENSCHAG00000014187	ENSCHAG00000014187	ENSCHAT00000032085	protein_coding	0	0	1	51	0	0	0	22	5	1	0	0	0	0	24
ENSCHAG00000014221	ENSCHAG00000014221	ENSCHAT00000032107	protein_coding	0	1	5	69	0	0	4	34	13	5	0	0	0	1	18
ENSCHAG00000014221	ENSCHAG00000014221	ENSCHAT00000032125	protein_coding	0	1	0	74	0	0	4	34	18	0	0	0	0	1	18
ENSCHAG00000014289	ENSCHAG00000014289	ENSCHAT00000032331	protein_coding	0	0	3	12	2	0	0	1	1	3	0	0	0	0	8
ENSCHAG00000014314	ENSCHAG00000014314	ENSCHAT00000032442	protein_coding	0	0	1	14	0	0	0	6	7	1	0	0	0	0	1
ENSCHAG00000014874	ENSCHAG00000014874	ENSCHAT00000033823	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000014874	ENSCHAG00000014874	ENSCHAT00000033839	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0
ENSCHAG00000014874	ENSCHAG00000014874	ENSCHAT00000033868	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000017444	ENSCHAG00000017444	ENSCHAT00000040026		0	0	0	5	0	0	0	1	0	0	0	0	0	0	4
ENSCHAG00000017444	ENSCHAG00000017444	ENSCHAT00000040027		0	0	0	5	0	0	0	0	1	0	0	0	0	0	4
ENSCHAG00000017633	ENSCHAG00000017633	ENSCHAT00000040569	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	2
ENSCHAG00000017633	ENSCHAG00000017633	ENSCHAT00000040585	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	2
ENSCHAG00000017786	ENSCHAG00000017786	ENSCHAT00000040984		0	0	0	6	0	0	0	1	0	0	2	0	0	0	3
ENSCHAG00000017789	ENSCHAG00000017789	ENSCHAT00000041018	protein_coding	0	0	0	8	0	0	0	5	0	0	0	0	0	0	3
ENSCHAG00000017902	ENSCHAG00000017902	ENSCHAT00000041315	protein_coding	0	0	0	51	0	0	0	0	50	0	0	0	0	0	1
ENSCHAG00000017902	ENSCHAG00000017902	ENSCHAT00000041376	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043182	protein_coding	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043200	protein_coding	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043216	protein_coding	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043240	protein_coding	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043254	protein_coding	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043459	protein_coding	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043487	protein_coding	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043508	protein_coding	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043534	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043590	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0
ENSCHAG00000018392	ENSCHAG00000018392	ENSCHAT00000042473	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000018897	ENSCHAG00000018897	ENSCHAT00000043685		0	0	0	64	0	0	0	4	60	0	0	0	0	0	0
ENSCHAG00000018897	ENSCHAG00000018897	ENSCHAT00000043688		0	0	0	17	0	0	0	5	1	0	0	0	0	0	11
ENSCHAG00000019052	ENSCHAG00000019052	ENSCHAT00000044054		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000019173	ENSCHAG00000019173	ENSCHAT00000044376	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000020275	ENSCHAG00000020275	ENSCHAT00000047126		0	0	0	16	0	0	0	13	0	0	2	0	0	0	1
ENSCHAG00000020576	ENSCHAG00000020576	ENSCHAT00000047852		0	0	0	4	0	0	0	1	1	0	0	0	0	0	2
ENSCHAG00000020576	ENSCHAG00000020576	ENSCHAT00000047855		0	0	0	4	0	0	0	1	1	0	0	0	0	0	2
ENSCHAG00000020583	ENSCHAG00000020583	ENSCHAT00000047869		0	0	0	4	0	0	0	0	3	0	0	0	0	0	1
ENSCHAG00000020745	ENSCHAG00000020745	ENSCHAT00000048261	protein_coding	0	0	0	7	0	0	0	4	1	0	0	0	0	0	2
ENSCHAG00000020766	ENSCHAG00000020766	ENSCHAT00000048295	protein_coding	0	0	0	7	0	0	1	4	0	0	0	0	0	0	2
ENSCHAG00000020858	ENSCHAG00000020858	ENSCHAT00000050380	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0
ENSCHAG00000020858	ENSCHAG00000020858	ENSCHAT00000050673	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
ENSCHAG00000020858	ENSCHAG00000020858	ENSCHAT00000050683	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
ENSCHAG00000020858	ENSCHAG00000020858	ENSCHAT00000050708	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
ENSCHAG00000020858	ENSCHAG00000020858	ENSCHAT00000050757	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
ENSCHAG00000020858	ENSCHAG00000020858	ENSCHAT00000050784	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
ENSCHAG00000021134	ENSCHAG00000021134	ENSCHAT00000049195	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
ENSCHAG00000021195	ENSCHAG00000021195	ENSCHAT00000049370	protein_coding	0	0	0	9	0	0	0	5	4	0	0	0	0	0	0
ENSCHAG00000021839	ENSCHAG00000021839	ENSCHAT00000051171	protein_coding	0	2	3	65	0	0	0	21	44	3	0	0	0	2	0
ENSCHAG00000021839	ENSCHAG00000021839	ENSCHAT00000051239	protein_coding	1	4	3	48	0	0	0	17	15	3	0	1	1	4	16
ENSCHAG00000021896	ENSCHAG00000021896	ENSCHAT00000051256	protein_coding	0	1	2	36	8	0	0	17	6	2	0	0	0	1	5
ENSCHAG00000021902	ENSCHAG00000021902	ENSCHAT00000051280	protein_coding	0	1	0	42	0	1	2	8	1	0	0	0	0	0	31
ENSCHAG00000022976	ENSCHAG00000022976	ENSCHAT00000054021		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000022981	ENSCHAG00000022981	ENSCHAT00000054029	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000024313	ENSCHAG00000024313	ENSCHAT00000057656	protein_coding	0	3	11	6	0	0	0	2	4	11	0	0	0	3	0
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058151	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058309	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058323	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058431	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058446	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058461	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058471	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058480	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058515	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058525	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
ENSCHAG00000024630	ENSCHAG00000024630	ENSCHAT00000058534	scaRNA	0	0	0	6	0	0	0	5	0	0	0	0	0	0	1
ENSCHAG00000024650	ENSCHAG00000024650	ENSCHAT00000058569	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSCHAG00000024770	ENSCHAG00000024770	ENSCHAT00000058862		0	0	0	7	0	0	0	1	4	0	0	0	0	0	2
ENSCHAG00000025706	ENSCHAG00000025706	ENSCHAT00000061333	protein_coding	0	0	0	6	0	0	0	4	2	0	0	0	0	0	0
ENSCHAG00000025706	ENSCHAG00000025706	ENSCHAT00000061356	protein_coding	0	0	0	6	0	0	0	4	1	0	0	0	0	0	1
ENSCHAG00000025706	ENSCHAG00000025706	ENSCHAT00000061385	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	1
ENSCHAG00000025760	ENSCHAG00000025760	ENSCHAT00000061423		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000025791	ENSCHAG00000025791	ENSCHAT00000061540	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0
ENSCHAG00000026005	ENSCHAG00000026005	ENSCHAT00000062063		0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
ENSCHAG00000026005	ENSCHAG00000026005	ENSCHAT00000062065		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
ENSCHAG00000026010	ENSCHAG00000026010	ENSCHAT00000062070	protein_coding	0	0	3	6	0	0	1	4	1	3	0	0	0	0	0
ENSCHAG00000026010	ENSCHAG00000026010	ENSCHAT00000062071	protein_coding	0	0	0	6	0	0	1	5	0	0	0	0	0	0	0
ENSCHAG00000026016	ENSCHAG00000026016	ENSCHAT00000062077	protein_coding	0	0	0	15	1	0	0	6	3	0	0	0	0	0	5
ENSCHAG00000026016	ENSCHAG00000026016	ENSCHAT00000062082	protein_coding	0	0	0	11	2	0	0	4	0	0	0	0	0	0	5
ENSCHAG00000026021	ENSCHAG00000026021	ENSCHAT00000062091	protein_coding	0	0	1	10	0	0	0	9	0	1	0	0	0	0	1
ENSCHAG00000026042	ENSCHAG00000026042	ENSCHAT00000062156		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000027129	ENSCHAG00000027129	ENSCHAT00000065326	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000027151	ENSCHAG00000027151	ENSCHAT00000065396	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000027153	ENSCHAG00000027153	ENSCHAT00000065403	protein_coding	0	0	0	11	0	0	0	6	0	0	0	0	0	0	5
ENSCHAG00000027158	ENSCHAG00000027158	ENSCHAT00000065406	protein_coding	0	0	0	14	3	0	0	0	2	0	0	0	0	0	9
ENSCHAG00000027295	ENSCHAG00000027295	ENSCHAT00000065829		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000027713	ENSCHAG00000027713	ENSCHAT00000067085		0	0	0	4	0	0	0	3	0	0	0	0	0	0	1
ENSCHAG00000027720	ENSCHAG00000027720	ENSCHAT00000067128	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
FAM92B	ENSCHAG00000017805	ENSCHAT00000041030	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
HTR4	ENSCHAG00000013829	ENSCHAT00000031496	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
MYH10	ENSCHAG00000017807	ENSCHAT00000051192	protein_coding	0	3	0	34	0	0	0	0	27	0	0	2	0	1	9
MYH10	ENSCHAG00000017807	ENSCHAT00000052318	protein_coding	0	3	0	34	0	0	0	0	27	0	0	2	0	1	9
MYH10	ENSCHAG00000017807	ENSCHAT00000052662	protein_coding	0	3	0	34	0	0	0	0	27	0	0	2	0	1	9
MYH10	ENSCHAG00000017807	ENSCHAT00000052938	protein_coding	0	2	1	34	0	0	0	0	26	1	0	1	0	1	9
MYH10	ENSCHAG00000017807	ENSCHAT00000053473	protein_coding	0	3	0	34	0	0	0	0	27	0	0	2	0	1	9
MYH10	ENSCHAG00000017807	ENSCHAT00000053504	protein_coding	0	3	0	34	0	0	0	0	27	0	0	2	0	1	9
MYH10	ENSCHAG00000017807	ENSCHAT00000053520	protein_coding	0	3	0	34	0	0	0	0	27	0	0	2	0	1	9
MYH10	ENSCHAG00000017807	ENSCHAT00000053541	protein_coding	0	3	0	34	0	0	0	0	27	0	0	2	0	1	9
MYH10	ENSCHAG00000017807	ENSCHAT00000053580	protein_coding	0	3	0	34	0	0	0	0	27	0	0	2	0	1	9
MYH10	ENSCHAG00000017807	ENSCHAT00000053819	protein_coding	0	2	0	35	0	0	0	0	27	0	0	1	0	1	9
PALMD	ENSCHAG00000009863	ENSCHAT00000021066	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PIK3R6	ENSCHAG00000017618	ENSCHAT00000040514	protein_coding	0	0	0	17	0	0	0	4	13	0	0	0	0	0	0
POU3F4	ENSCHAG00000012678	ENSCHAT00000028334	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RBFOX3	ENSCHAG00000015461	ENSCHAT00000035311	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0
RBFOX3	ENSCHAG00000015461	ENSCHAT00000035355	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SEPTIN7	ENSCHAG00000010779	ENSCHAT00000027821	protein_coding	0	2	0	2	0	0	0	0	2	0	0	0	0	2	0
SEPTIN7	ENSCHAG00000010779	ENSCHAT00000027853	protein_coding	0	2	0	2	0	0	0	0	2	0	0	0	0	2	0
SEPTIN7	ENSCHAG00000010779	ENSCHAT00000027874	protein_coding	0	2	0	2	0	0	0	0	2	0	0	0	0	2	0
SEPTIN7	ENSCHAG00000010779	ENSCHAT00000027904	protein_coding	0	2	0	2	0	0	0	0	2	0	0	0	0	2	0
SEPTIN7	ENSCHAG00000010779	ENSCHAT00000027966	protein_coding	0	2	0	2	0	0	0	0	2	0	0	0	0	2	0
SEPTIN7	ENSCHAG00000010779	ENSCHAT00000028012	protein_coding	0	2	0	2	0	0	0	0	2	0	0	0	0	2	0
SEPTIN7	ENSCHAG00000010779	ENSCHAT00000028060	protein_coding	0	2	0	2	0	0	0	0	0	0	0	0	0	2	2
SNORA62	ENSCHAG00000023225	ENSCHAT00000054687	snoRNA	0	0	0	11	0	0	0	4	0	0	0	0	0	0	7
SNORA62	ENSCHAG00000023229	ENSCHAT00000054691	snoRNA	0	0	0	11	0	0	0	3	0	0	0	0	0	0	8
TMEM80	ENSCHAG00000002283	ENSCHAT00000004032	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3
U4	ENSCHAG00000018944	ENSCHAT00000043772	snRNA	0	0	0	16	0	0	0	5	0	0	0	0	0	0	11
U4	ENSCHAG00000019020	ENSCHAT00000043974	snRNA	0	0	0	7	0	0	0	4	0	0	0	0	0	0	3
U4	ENSCHAG00000019021	ENSCHAT00000043977	snRNA	0	0	0	7	0	0	0	5	0	0	0	0	0	0	2
U4	ENSCHAG00000019022	ENSCHAT00000043979	snRNA	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
U4	ENSCHAG00000019023	ENSCHAT00000043985	snRNA	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
U4	ENSCHAG00000019025	ENSCHAT00000043994	snRNA	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
U4	ENSCHAG00000019028	ENSCHAT00000043996	snRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
U4	ENSCHAG00000019030	ENSCHAT00000044001	snRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
U4	ENSCHAG00000019032	ENSCHAT00000044005	snRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
U4	ENSCHAG00000019034	ENSCHAT00000044012	snRNA	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
U4	ENSCHAG00000019036	ENSCHAT00000044015	snRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
U4	ENSCHAG00000019037	ENSCHAT00000044021	snRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
U4	ENSCHAG00000019041	ENSCHAT00000044027	snRNA	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
U4	ENSCHAG00000019044	ENSCHAT00000044033	snRNA	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
U4	ENSCHAG00000019046	ENSCHAT00000044038	snRNA	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
U5	ENSCHAG00000018900	ENSCHAT00000043690	snRNA	0	0	0	16	0	0	0	12	0	0	0	0	0	0	4
U5	ENSCHAG00000018902	ENSCHAT00000043694	snRNA	0	0	0	38	0	0	0	33	0	0	0	0	0	0	5
U5	ENSCHAG00000018906	ENSCHAT00000043702	snRNA	0	0	0	39	0	0	0	37	0	0	0	0	0	0	2
U5	ENSCHAG00000018914	ENSCHAT00000043712	snRNA	0	0	0	44	0	0	0	32	0	0	0	0	0	0	12
U5	ENSCHAG00000018920	ENSCHAT00000043717	snRNA	0	0	0	44	0	0	0	30	0	0	2	0	0	0	12
U5	ENSCHAG00000018922	ENSCHAT00000043724	snRNA	0	0	0	46	0	0	0	21	0	0	2	0	0	0	23
U5	ENSCHAG00000018923	ENSCHAT00000043732	snRNA	0	0	0	52	0	0	0	19	0	0	0	0	0	0	33
U5	ENSCHAG00000018927	ENSCHAT00000043740	snRNA	0	0	0	34	0	0	0	11	0	0	0	0	0	0	23
U5	ENSCHAG00000018930	ENSCHAT00000043746	snRNA	0	0	0	35	0	0	0	10	0	0	0	0	0	0	25
U5	ENSCHAG00000018932	ENSCHAT00000043754	snRNA	0	0	0	35	0	0	0	10	0	0	0	0	0	0	25
U5	ENSCHAG00000018936	ENSCHAT00000043761	snRNA	0	0	0	27	0	0	0	4	0	0	0	0	0	0	23
UPRT	ENSCHAG00000000613	ENSCHAT00000001061	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	1
UPRT	ENSCHAG00000000613	ENSCHAT00000001122	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
UPRT	ENSCHAG00000000613	ENSCHAT00000001137	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
WBP1L	ENSCHAG00000027726	ENSCHAT00000067145	protein_coding	0	0	0	5	0	0	0	3	1	0	0	0	0	0	1
WBP1L	ENSCHAG00000027726	ENSCHAT00000067147	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1
abcb7	ENSCHAG00000023875	ENSCHAT00000057373	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	4
abcb7	ENSCHAG00000023875	ENSCHAT00000057394	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	4
abcb7	ENSCHAG00000023875	ENSCHAT00000057418	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
abcb7	ENSCHAG00000023875	ENSCHAT00000057466	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
abcb7	ENSCHAG00000023875	ENSCHAT00000057476	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
abtb2b	ENSCHAG00000016981	ENSCHAT00000038955	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0
abtb2b	ENSCHAG00000016981	ENSCHAT00000038984	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0
abtb2b	ENSCHAG00000016981	ENSCHAT00000039012	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000020470	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000020856	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000020895	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000021010	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000021049	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000021162	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000021288	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000021376	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000021475	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000021499	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
acyp2	ENSCHAG00000027126	ENSCHAT00000065322	protein_coding	0	0	0	8	0	0	0	1	5	0	0	0	0	0	2
adamts9	ENSCHAG00000025948	ENSCHAT00000062518	protein_coding	0	0	0	7	0	0	0	1	6	0	0	0	0	0	0
adamts9	ENSCHAG00000025948	ENSCHAT00000062939	protein_coding	0	0	0	24	2	0	0	3	19	0	0	0	0	0	0
adamts9	ENSCHAG00000025948	ENSCHAT00000062960	protein_coding	0	0	2	20	0	0	0	3	17	2	0	0	0	0	0
adamts9	ENSCHAG00000025948	ENSCHAT00000063007	protein_coding	0	0	1	21	0	0	0	3	18	1	0	0	0	0	0
adamts9	ENSCHAG00000025948	ENSCHAT00000063025	protein_coding	0	0	0	8	0	0	0	1	7	0	0	0	0	0	0
adamts9	ENSCHAG00000025948	ENSCHAT00000063047	protein_coding	0	0	0	24	2	0	0	3	19	0	0	0	0	0	0
adamts9	ENSCHAG00000025948	ENSCHAT00000063107	protein_coding	0	0	0	9	1	0	0	2	6	0	0	0	0	0	0
