# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCHAG00000015474	ENSCHAG00000015474	ENSCHAT00000035103	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	0	0	2
ENSCHAG00000015474	ENSCHAG00000015474	ENSCHAT00000035124	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	0	0	2
ENSCHAG00000015474	ENSCHAG00000015474	ENSCHAT00000035147	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	0	0	2
ENSCHAG00000015474	ENSCHAG00000015474	ENSCHAT00000035171	protein_coding	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	2
ENSCHAG00000015577	ENSCHAG00000015577	ENSCHAT00000035475	protein_coding	0	1	0	11	0	0	0	0	8	0	0	0	0	0	0	0	1	3
ENSCHAG00000015577	ENSCHAG00000015577	ENSCHAT00000035491	protein_coding	0	1	0	11	0	0	0	0	8	0	0	0	0	0	0	0	1	3
ENSCHAG00000015577	ENSCHAG00000015577	ENSCHAT00000035514	protein_coding	0	0	0	12	0	0	1	0	8	0	0	0	0	0	0	0	0	3
ENSCHAG00000015577	ENSCHAG00000015577	ENSCHAT00000035531	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	4
ENSCHAG00000015577	ENSCHAG00000015577	ENSCHAT00000035543	protein_coding	1	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	5
ENSCHAG00000015577	ENSCHAG00000015577	ENSCHAT00000035557	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ENSCHAG00000015577	ENSCHAG00000015577	ENSCHAT00000035646	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ENSCHAG00000015577	ENSCHAG00000015577	ENSCHAT00000035683	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ENSCHAG00000015724	ENSCHAG00000015724	ENSCHAT00000035741	protein_coding	0	0	1	7	0	0	0	3	0	1	0	0	0	0	0	0	0	4
ENSCHAG00000015739	ENSCHAG00000015739	ENSCHAT00000035776	protein_coding	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	8
ENSCHAG00000015753	ENSCHAG00000015753	ENSCHAT00000035787	protein_coding	0	0	2	28	0	0	0	8	15	2	0	0	0	0	0	0	0	5
ENSCHAG00000015753	ENSCHAG00000015753	ENSCHAT00000035815	protein_coding	0	0	2	28	0	0	0	8	15	2	0	0	0	0	0	0	0	5
ENSCHAG00000015753	ENSCHAG00000015753	ENSCHAT00000035834	protein_coding	0	0	2	28	0	0	0	8	15	2	0	0	0	0	0	0	0	5
ENSCHAG00000015753	ENSCHAG00000015753	ENSCHAT00000035859	protein_coding	0	0	0	11	1	0	0	8	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000015784	ENSCHAG00000015784	ENSCHAT00000035877	protein_coding	0	1	1	6	0	0	0	4	2	1	0	0	0	0	0	0	1	0
ENSCHAG00000015794	ENSCHAG00000015794	ENSCHAT00000035912		0	0	0	6	0	0	0	1	1	0	0	0	0	0	0	0	0	4
ENSCHAG00000015837	ENSCHAG00000015837	ENSCHAT00000036071	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000015837	ENSCHAG00000015837	ENSCHAT00000036093	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000016996	ENSCHAG00000016996	ENSCHAT00000042193	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000016996	ENSCHAG00000016996	ENSCHAT00000042261	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000016996	ENSCHAG00000016996	ENSCHAT00000042325	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000016996	ENSCHAG00000016996	ENSCHAT00000042370	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000016996	ENSCHAG00000016996	ENSCHAT00000042470	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000016996	ENSCHAG00000016996	ENSCHAT00000042543	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000016996	ENSCHAG00000016996	ENSCHAT00000042573	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000016996	ENSCHAG00000016996	ENSCHAT00000042589	protein_coding	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1
ENSCHAG00000016996	ENSCHAG00000016996	ENSCHAT00000042606	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000017538	ENSCHAG00000017538	ENSCHAT00000040356	protein_coding	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	0	0	9
ENSCHAG00000017566	ENSCHAG00000017566	ENSCHAT00000040373		0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	6
ENSCHAG00000017609	ENSCHAG00000017609	ENSCHAT00000040511	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000017650	ENSCHAG00000017650	ENSCHAT00000040623	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000017704	ENSCHAG00000017704	ENSCHAT00000040767	protein_coding	0	0	0	19	0	0	0	3	10	0	0	0	0	0	0	0	0	6
ENSCHAG00000017731	ENSCHAG00000017731	ENSCHAT00000040828		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000017733	ENSCHAG00000017733	ENSCHAT00000040860	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000017746	ENSCHAG00000017746	ENSCHAT00000040877	protein_coding	0	0	0	34	0	0	0	0	34	0	0	0	0	0	0	0	0	0
ENSCHAG00000017746	ENSCHAG00000017746	ENSCHAT00000040893	protein_coding	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0
ENSCHAG00000017746	ENSCHAG00000017746	ENSCHAT00000040907	protein_coding	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0
ENSCHAG00000017746	ENSCHAG00000017746	ENSCHAT00000040925	protein_coding	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0
ENSCHAG00000017746	ENSCHAG00000017746	ENSCHAT00000040929	protein_coding	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0
ENSCHAG00000017769	ENSCHAG00000017769	ENSCHAT00000040968	protein_coding	0	5	12	0	0	0	0	0	0	12	0	0	0	0	0	0	5	0
ENSCHAG00000017950	ENSCHAG00000017950	ENSCHAT00000041437	protein_coding	0	0	0	23	0	0	0	2	21	0	0	0	0	0	0	0	0	0
ENSCHAG00000018128	ENSCHAG00000018128	ENSCHAT00000041805		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044729	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044754	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044778	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044841	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044868	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044890	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044899	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044926	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018392	ENSCHAG00000018392	ENSCHAT00000042473	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000018519	ENSCHAG00000018519	ENSCHAT00000042722	protein_coding	0	2	0	15	0	2	4	8	2	0	0	0	0	0	0	0	0	1
ENSCHAG00000019132	ENSCHAG00000019132	ENSCHAT00000044238		0	0	0	8	0	0	0	3	1	0	4	0	0	0	0	0	0	0
ENSCHAG00000019132	ENSCHAG00000019132	ENSCHAT00000044245		0	0	0	8	0	0	0	3	1	0	4	0	0	0	0	0	0	0
ENSCHAG00000019319	ENSCHAG00000019319	ENSCHAT00000044709		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000020700	ENSCHAG00000020700	ENSCHAT00000048166	protein_coding	0	0	0	66	0	0	0	9	56	0	0	0	0	0	0	0	0	1
ENSCHAG00000020716	ENSCHAG00000020716	ENSCHAT00000048176	snRNA	0	0	0	23	0	0	0	11	0	0	0	0	0	0	0	0	0	12
ENSCHAG00000020718	ENSCHAG00000020718	ENSCHAT00000048181	snoRNA	0	0	0	20	0	0	0	11	0	0	0	0	0	0	0	0	0	9
ENSCHAG00000020721	ENSCHAG00000020721	ENSCHAT00000048186	protein_coding	0	0	5	70	0	0	1	17	43	5	0	0	0	0	0	0	0	9
ENSCHAG00000020721	ENSCHAG00000020721	ENSCHAT00000048197	protein_coding	0	1	5	50	5	0	1	29	7	5	0	0	0	1	0	0	0	9
ENSCHAG00000020725	ENSCHAG00000020725	ENSCHAT00000048211		0	0	0	52	0	0	0	19	0	0	2	0	0	0	0	0	0	31
ENSCHAG00000020726	ENSCHAG00000020726	ENSCHAT00000048214		0	1	0	84	0	0	0	14	35	0	1	0	0	1	0	0	0	35
ENSCHAG00000020726	ENSCHAG00000020726	ENSCHAT00000048217		0	1	0	72	0	0	0	13	22	0	3	0	0	1	0	0	0	35
ENSCHAG00000020726	ENSCHAG00000020726	ENSCHAT00000048219		0	1	0	72	0	0	0	13	22	0	3	0	0	1	0	0	0	35
ENSCHAG00000020732	ENSCHAG00000020732	ENSCHAT00000048226	protein_coding	0	2	8	85	8	1	4	34	26	8	0	0	0	1	0	0	0	13
ENSCHAG00000020732	ENSCHAG00000020732	ENSCHAT00000048243	protein_coding	0	1	3	90	8	0	0	34	35	3	0	0	0	1	0	0	0	13
ENSCHAG00000020744	ENSCHAG00000020744	ENSCHAT00000048282	protein_coding	0	0	3	90	0	0	0	34	16	3	0	0	0	0	0	0	0	40
ENSCHAG00000021106	ENSCHAG00000021106	ENSCHAT00000049093	protein_coding	0	0	1	30	0	0	0	6	24	1	0	0	0	0	0	0	0	0
ENSCHAG00000021106	ENSCHAG00000021106	ENSCHAT00000049098	protein_coding	0	0	1	15	0	0	0	6	3	1	0	0	0	0	0	0	0	6
ENSCHAG00000021114	ENSCHAG00000021114	ENSCHAT00000049123	protein_coding	0	1	2	22	0	0	1	0	16	2	0	0	0	0	0	0	1	5
ENSCHAG00000021114	ENSCHAG00000021114	ENSCHAT00000049146	protein_coding	0	1	2	13	0	0	1	7	0	2	0	0	0	0	0	0	1	5
ENSCHAG00000021128	ENSCHAG00000021128	ENSCHAT00000049172	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000021138	ENSCHAG00000021138	ENSCHAT00000049304	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000021138	ENSCHAG00000021138	ENSCHAT00000049339	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000021166	ENSCHAG00000021166	ENSCHAT00000049274	protein_coding	0	0	0	27	0	0	0	2	21	0	0	0	0	0	0	0	0	4
ENSCHAG00000021170	ENSCHAG00000021170	ENSCHAT00000049359	pseudogene	0	0	0	34	0	0	0	0	29	0	1	0	0	0	0	0	0	4
ENSCHAG00000021199	ENSCHAG00000021199	ENSCHAT00000049366	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000021205	ENSCHAG00000021205	ENSCHAT00000049409	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000021221	ENSCHAG00000021221	ENSCHAT00000049486	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSCHAG00000021358	ENSCHAG00000021358	ENSCHAT00000049772		0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSCHAG00000021358	ENSCHAG00000021358	ENSCHAT00000049774		0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSCHAG00000021360	ENSCHAG00000021360	ENSCHAT00000049777	protein_coding	0	0	0	11	0	0	0	7	3	0	0	0	0	0	0	0	0	1
ENSCHAG00000021365	ENSCHAG00000021365	ENSCHAT00000049785		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSCHAG00000021366	ENSCHAG00000021366	ENSCHAT00000049819	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000021386	ENSCHAG00000021386	ENSCHAT00000049842	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSCHAG00000021394	ENSCHAG00000021394	ENSCHAT00000049861	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000021409	ENSCHAG00000021409	ENSCHAT00000049925	protein_coding	0	0	0	15	0	0	0	1	2	0	0	0	0	0	0	0	0	12
ENSCHAG00000021409	ENSCHAG00000021409	ENSCHAT00000049942	protein_coding	0	0	0	9	0	0	0	1	1	0	0	0	0	0	0	0	0	7
ENSCHAG00000021495	ENSCHAG00000021495	ENSCHAT00000050169		0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	3
ENSCHAG00000022678	ENSCHAG00000022678	ENSCHAT00000053368	protein_coding	0	0	0	9	0	0	0	1	5	0	0	0	0	0	0	0	0	3
ENSCHAG00000023043	ENSCHAG00000023043	ENSCHAT00000054147	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000023058	ENSCHAG00000023058	ENSCHAT00000054193		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSCHAG00000023058	ENSCHAG00000023058	ENSCHAT00000054198		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000023065	ENSCHAG00000023065	ENSCHAT00000054214	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000023068	ENSCHAG00000023068	ENSCHAT00000054225	protein_coding	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	1	2
ENSCHAG00000023122	ENSCHAG00000023122	ENSCHAT00000054371	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000023246	ENSCHAG00000023246	ENSCHAT00000054724	protein_coding	0	1	3	4	0	0	0	1	0	3	0	0	0	0	0	0	1	3
ENSCHAG00000023250	ENSCHAG00000023250	ENSCHAT00000054759	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058151	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058309	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058323	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058431	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058446	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058461	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058471	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058480	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058515	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000024329	ENSCHAG00000024329	ENSCHAT00000058525	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSCHAG00000024650	ENSCHAG00000024650	ENSCHAT00000058569	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000024699	ENSCHAG00000024699	ENSCHAT00000058668	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	2
ENSCHAG00000024699	ENSCHAG00000024699	ENSCHAT00000058672	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	2
ENSCHAG00000024786	ENSCHAG00000024786	ENSCHAT00000058909	protein_coding	0	0	0	22	0	0	0	2	6	0	0	0	0	0	0	0	0	14
ENSCHAG00000024790	ENSCHAG00000024790	ENSCHAT00000058926	protein_coding	0	2	1	26	0	0	0	4	22	1	0	0	0	0	0	0	2	0
ENSCHAG00000024795	ENSCHAG00000024795	ENSCHAT00000058935	protein_coding	0	0	0	34	0	0	1	0	23	0	0	0	0	0	0	0	0	10
ENSCHAG00000024798	ENSCHAG00000024798	ENSCHAT00000058958	protein_coding	0	0	1	8	0	0	0	0	3	1	0	0	0	0	0	0	0	5
ENSCHAG00000024798	ENSCHAG00000024798	ENSCHAT00000058965	protein_coding	0	0	1	8	0	0	0	0	3	1	0	0	0	0	0	0	0	5
ENSCHAG00000024805	ENSCHAG00000024805	ENSCHAT00000058970	protein_coding	0	0	0	24	0	0	0	3	20	0	0	0	0	0	0	0	0	1
ENSCHAG00000024805	ENSCHAG00000024805	ENSCHAT00000058972	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000024809	ENSCHAG00000024809	ENSCHAT00000058979	protein_coding	0	1	1	9	0	0	0	5	4	1	0	0	0	0	0	0	1	0
ENSCHAG00000024814	ENSCHAG00000024814	ENSCHAT00000058989	protein_coding	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	8
ENSCHAG00000024818	ENSCHAG00000024818	ENSCHAT00000058992	protein_coding	0	0	0	13	0	0	0	3	7	0	0	0	0	0	0	0	0	3
ENSCHAG00000024820	ENSCHAG00000024820	ENSCHAT00000059004	protein_coding	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0
ENSCHAG00000024823	ENSCHAG00000024823	ENSCHAT00000059007		0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000024824	ENSCHAG00000024824	ENSCHAT00000059008		0	0	0	27	0	0	0	3	13	0	4	0	0	0	0	0	0	7
ENSCHAG00000025345	ENSCHAG00000025345	ENSCHAT00000060353		0	0	0	12	0	0	0	9	0	0	1	0	0	0	0	0	0	2
ENSCHAG00000025345	ENSCHAG00000025345	ENSCHAT00000060355		0	0	0	12	0	0	0	9	0	0	1	0	0	0	0	0	0	2
ENSCHAG00000025345	ENSCHAG00000025345	ENSCHAT00000060359		0	0	0	12	0	0	0	9	0	0	1	0	0	0	0	0	0	2
ENSCHAG00000025345	ENSCHAG00000025345	ENSCHAT00000060361		0	0	0	12	0	0	0	9	0	0	1	0	0	0	0	0	0	2
ENSCHAG00000025345	ENSCHAG00000025345	ENSCHAT00000060364		0	0	0	12	0	0	0	9	0	0	1	0	0	0	0	0	0	2
ENSCHAG00000025345	ENSCHAG00000025345	ENSCHAT00000060367		0	0	0	12	0	0	0	9	0	0	1	0	0	0	0	0	0	2
ENSCHAG00000025345	ENSCHAG00000025345	ENSCHAT00000060371		0	0	0	12	0	0	0	9	0	0	1	0	0	0	0	0	0	2
ENSCHAG00000025345	ENSCHAG00000025345	ENSCHAT00000060373		0	0	0	12	0	0	0	9	0	0	1	0	0	0	0	0	0	2
ENSCHAG00000025352	ENSCHAG00000025352	ENSCHAT00000060377	snoRNA	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025355	ENSCHAG00000025355	ENSCHAT00000060383	snoRNA	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025357	ENSCHAG00000025357	ENSCHAT00000060386	snoRNA	0	0	0	9	0	0	0	8	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025360	ENSCHAG00000025360	ENSCHAT00000060389	snoRNA	0	0	0	10	0	0	0	9	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025363	ENSCHAG00000025363	ENSCHAT00000060390	snoRNA	0	0	0	10	0	0	0	9	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025364	ENSCHAG00000025364	ENSCHAT00000060392	snoRNA	0	0	0	10	0	0	0	9	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025365	ENSCHAG00000025365	ENSCHAT00000060393	snoRNA	0	0	0	10	0	0	0	9	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025367	ENSCHAG00000025367	ENSCHAT00000060395	snoRNA	0	0	0	10	0	0	0	9	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025452	ENSCHAG00000025452	ENSCHAT00000060583	protein_coding	0	0	1	4	1	0	0	1	1	1	0	0	0	0	0	0	0	1
ENSCHAG00000025453	ENSCHAG00000025453	ENSCHAT00000060593	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000025455	ENSCHAG00000025455	ENSCHAT00000060596		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000025457	ENSCHAG00000025457	ENSCHAT00000060599	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025461	ENSCHAG00000025461	ENSCHAT00000060605	protein_coding	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ENSCHAG00000025462	ENSCHAG00000025462	ENSCHAT00000060610	protein_coding	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ENSCHAG00000025464	ENSCHAG00000025464	ENSCHAT00000060621	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
ENSCHAG00000025466	ENSCHAG00000025466	ENSCHAT00000060625	protein_coding	0	2	0	4	0	1	1	1	0	0	0	0	0	0	0	0	1	2
ENSCHAG00000025466	ENSCHAG00000025466	ENSCHAT00000060630	protein_coding	0	2	0	4	0	1	1	1	0	0	0	0	0	0	0	0	1	2
ENSCHAG00000025474	ENSCHAG00000025474	ENSCHAT00000060661	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025482	ENSCHAG00000025482	ENSCHAT00000060687	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000025511	ENSCHAG00000025511	ENSCHAT00000060744	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000025519	ENSCHAG00000025519	ENSCHAT00000060753	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000025728	ENSCHAG00000025728	ENSCHAT00000061328	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000025729	ENSCHAG00000025729	ENSCHAT00000061337	protein_coding	0	0	0	12	0	0	0	3	9	0	0	0	0	0	0	0	0	0
ENSCHAG00000026299	ENSCHAG00000026299	ENSCHAT00000062913	protein_coding	0	0	0	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0
ENSCHAG00000026302	ENSCHAG00000026302	ENSCHAT00000062919	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGF13	ENSCHAG00000016120	ENSCHAT00000036701	protein_coding	0	0	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	3
FGF13	ENSCHAG00000016120	ENSCHAT00000036713	protein_coding	0	0	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	3
FGF13	ENSCHAG00000016120	ENSCHAT00000036725	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
INPP1	ENSCHAG00000023048	ENSCHAT00000054157	protein_coding	0	0	0	6	0	0	0	2	4	0	0	0	0	0	0	0	0	0
LYPD1	ENSCHAG00000008181	ENSCHAT00000016900	protein_coding	0	0	0	8	0	0	0	1	7	0	0	0	0	0	0	0	0	0
MFSD6	ENSCHAG00000023051	ENSCHAT00000054172	protein_coding	0	0	0	6	1	0	0	1	4	0	0	0	0	0	0	0	0	0
MUSK	ENSCHAG00000006960	ENSCHAT00000014642	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MUSK	ENSCHAG00000006960	ENSCHAT00000014702	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MUSK	ENSCHAG00000006960	ENSCHAT00000014879	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYO1D	ENSCHAG00000019547	ENSCHAT00000046657	protein_coding	0	0	0	14	0	0	0	1	12	0	0	0	0	0	0	0	0	1
MYO1D	ENSCHAG00000019547	ENSCHAT00000046697	protein_coding	0	0	0	14	0	0	0	1	12	0	0	0	0	0	0	0	0	1
MYO1D	ENSCHAG00000019547	ENSCHAT00000046725	protein_coding	0	0	0	14	0	0	0	1	12	0	0	0	0	0	0	0	0	1
MYO1D	ENSCHAG00000019547	ENSCHAT00000046764	protein_coding	0	0	0	13	0	0	0	1	11	0	0	0	0	0	0	0	0	1
MYO1D	ENSCHAG00000019547	ENSCHAT00000046802	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	1
MYO1D	ENSCHAG00000019547	ENSCHAT00000046817	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	1
MYO1D	ENSCHAG00000019547	ENSCHAT00000046833	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	1
MYO1D	ENSCHAG00000019547	ENSCHAT00000046851	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	1
MYO1D	ENSCHAG00000019547	ENSCHAT00000046907	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	1
