chrom,start,end
1701,chr6,7900000,8000000
1702,chr6,8000000,8100000
1703,chr6,8100000,8200000
1704,chr6,8200000,8300000
1705,chr6,8300000,8400000
1706,chr6,8400000,8500000
1707,chr6,8500000,8600000
1708,chr6,8600000,8700000
1709,chr6,8700000,8800000
1710,chr6,8800000,8900000
1711,chr6,8900000,9000000
1712,chr6,9000000,9100000
1713,chr6,9100000,9200000
1714,chr6,9200000,9300000
1715,chr6,9300000,9400000
1716,chr6,9400000,9500000
1717,chr6,9500000,9600000
1718,chr6,9600000,9700000
1719,chr6,9700000,9800000
1720,chr6,9800000,9900000
1721,chr6,9900000,10000000
1722,chr6,10000000,10100000
1723,chr6,10100000,10200000
1724,chr6,10200000,10300000
1725,chr6,10300000,10400000
1726,chr6,10400000,10500000
1727,chr6,10500000,10600000
1728,chr6,10600000,10700000
1729,chr6,10700000,10800000
1730,chr6,10800000,10900000
1731,chr6,10900000,11000000
1732,chr6,11000000,11100000
1733,chr6,11100000,11200000
1734,chr6,11200000,11300000
1735,chr6,11300000,11400000
1736,chr6,11400000,11500000
1737,chr6,11500000,11600000
1738,chr6,11600000,11700000
1739,chr6,11700000,11800000
1740,chr6,11800000,11900000
1741,chr6,11900000,12000000
1742,chr6,12000000,12100000
1743,chr6,12100000,12200000
1744,chr6,12200000,12300000
1745,chr6,12300000,12400000
1746,chr6,12400000,12500000
1747,chr6,12500000,12600000
1748,chr6,12600000,12700000
1749,chr6,12700000,12800000
1750,chr6,12800000,12900000
1751,chr6,12900000,13000000
1752,chr6,13000000,13100000
1753,chr6,13100000,13200000
1754,chr6,13200000,13300000
1755,chr6,13300000,13400000
1756,chr6,13400000,13500000
1757,chr6,13500000,13600000
1758,chr6,13600000,13700000
1759,chr6,13700000,13800000
1760,chr6,13800000,13900000
1761,chr6,13900000,14000000
1762,chr6,14000000,14100000
1763,chr6,14100000,14200000
1764,chr6,14200000,14300000
1765,chr6,14300000,14400000
1766,chr6,14400000,14500000
1767,chr6,14500000,14600000
1768,chr6,14600000,14700000
1769,chr6,14700000,14800000
1770,chr6,14800000,14900000
1771,chr6,14900000,15000000
1772,chr6,15000000,15100000
1773,chr6,15100000,15200000
1774,chr6,15200000,15300000
1775,chr6,15300000,15400000
1776,chr6,15400000,15500000
1777,chr6,15500000,15600000
1778,chr6,15600000,15700000
1779,chr6,15700000,15800000
1780,chr6,15800000,15900000
1781,chr6,15900000,16000000
1782,chr6,16000000,16100000
1783,chr6,16100000,16200000
1784,chr6,16200000,16300000
1785,chr6,16300000,16400000
1786,chr6,16400000,16500000
1787,chr6,16500000,16600000
1788,chr6,16600000,16700000
1789,chr6,16700000,16800000
1790,chr6,16800000,16900000
1791,chr6,16900000,17000000
1792,chr6,17000000,17100000
1793,chr6,17100000,17200000
1794,chr6,17200000,17300000
1795,chr6,17300000,17400000
1796,chr6,17400000,17500000
1797,chr6,17500000,17600000
1798,chr6,17600000,17700000
1799,chr6,17700000,17800000
1800,chr6,17800000,17900000
1801,chr6,17900000,18000000
1802,chr6,18000000,18100000
1803,chr6,18100000,18200000
1804,chr6,18200000,18300000
1805,chr6,18300000,18400000
1806,chr6,18400000,18500000
1807,chr6,18500000,18600000
1808,chr6,18600000,18700000
1809,chr6,18700000,18800000
1810,chr6,18800000,18900000
1811,chr6,18900000,19000000
1812,chr6,19000000,19100000
1813,chr6,19100000,19200000
1814,chr6,19200000,19300000
1815,chr6,19300000,19400000
1816,chr6,19400000,19500000
1817,chr6,19500000,19600000
1818,chr6,19600000,19700000
1819,chr6,19700000,19800000
1820,chr6,19800000,19900000
1821,chr6,19900000,20000000
1822,chr6,20000000,20100000
1823,chr6,20100000,20200000
1824,chr6,20200000,20300000
1825,chr6,20300000,20400000
1826,chr6,20400000,20500000
1827,chr6,20500000,20600000
1828,chr6,20600000,20700000
1829,chr6,20700000,20800000
1830,chr6,20800000,20900000
1831,chr6,20900000,21000000
1832,chr6,21000000,21100000
1833,chr6,21100000,21200000
1834,chr6,21200000,21300000
1835,chr6,21300000,21400000
1836,chr6,21400000,21500000
1837,chr6,21500000,21600000
1838,chr6,21600000,21700000
1839,chr6,21700000,21800000
1840,chr6,21800000,21900000
1841,chr6,21900000,22000000
1842,chr6,22000000,22100000
1843,chr6,22100000,22200000
1844,chr6,22200000,22300000
1845,chr6,22300000,22400000
1846,chr6,22400000,22500000
1847,chr6,22500000,22600000
1848,chr6,22600000,22700000
1849,chr6,22700000,22800000
1850,chr6,22800000,22900000
1851,chr6,22900000,23000000
1852,chr6,23000000,23100000
1853,chr6,23100000,23200000
1854,chr6,23200000,23300000
1855,chr6,23300000,23400000
1856,chr6,23400000,23500000
1857,chr6,23500000,23600000
1858,chr6,23600000,23700000
1859,chr6,23700000,23800000
1860,chr6,23800000,23900000
1861,chr6,23900000,24000000
1862,chr6,24000000,24100000
1863,chr6,24100000,24200000
1864,chr6,24200000,24300000
1865,chr6,24300000,24400000
1866,chr6,24400000,24500000
1867,chr6,24500000,24600000
1868,chr6,24600000,24700000
1869,chr6,24700000,24800000
1870,chr6,24800000,24900000
1871,chr6,24900000,25000000
1872,chr6,25000000,25100000
1873,chr6,25100000,25200000
1874,chr6,25200000,25300000
1875,chr6,25300000,25400000
1876,chr6,25400000,25500000
1877,chr6,25500000,25600000
1878,chr6,25600000,25700000
1879,chr6,25700000,25800000
1880,chr6,25800000,25900000
1881,chr6,25900000,26000000
1882,chr6,26000000,26100000
1883,chr6,26100000,26200000
1884,chr6,26200000,26300000
1885,chr6,26300000,26400000
1886,chr6,26400000,26500000
1887,chr6,26500000,26600000
1888,chr6,26600000,26700000
1889,chr6,26700000,26800000
1890,chr6,26800000,26900000
1891,chr6,26900000,27000000
1892,chr6,27000000,27100000
1893,chr6,27100000,27200000
1894,chr6,27200000,27300000
1895,chr6,27300000,27400000
1896,chr6,27400000,27500000
1897,chr6,27500000,27600000
1898,chr6,27600000,27700000
1899,chr6,27700000,27800000
1900,chr6,27800000,27900000
1901,chr6,27900000,28000000
1902,chr6,28000000,28100000
1903,chr6,28100000,28200000
1904,chr6,28200000,28300000
1905,chr6,28300000,28400000
1906,chr6,28400000,28500000
1907,chr6,28500000,28600000
1908,chr6,28600000,28700000
1909,chr6,28700000,28800000
1910,chr6,28800000,28900000
1911,chr6,28900000,29000000
1912,chr6,29000000,29100000
1913,chr6,29100000,29200000
1914,chr6,29200000,29300000
1915,chr6,29300000,29400000
1916,chr6,29400000,29500000
1917,chr6,29500000,29600000
1918,chr6,29600000,29700000
1919,chr6,29700000,29800000
1920,chr6,29800000,29900000
1921,chr6,29900000,30000000
1922,chr6,30000000,30100000
1923,chr6,30100000,30200000
1924,chr6,30200000,30300000
1925,chr6,30300000,30400000
1926,chr6,30400000,30500000
1927,chr6,30500000,30600000
1928,chr6,30600000,30700000
1929,chr6,30700000,30800000
1930,chr6,30800000,30900000
1931,chr6,30900000,31000000
1932,chr6,31000000,31100000
1933,chr6,31100000,31200000
1934,chr6,31200000,31300000
1935,chr6,31300000,31400000
1936,chr7,0,100000
1937,chr7,100000,200000
1938,chr7,200000,300000
1939,chr7,300000,400000
1940,chr7,400000,500000
1941,chr7,500000,600000
1942,chr7,600000,700000
1943,chr7,700000,800000
1944,chr7,800000,900000
1945,chr7,900000,1000000
1946,chr7,1000000,1100000
1947,chr7,1100000,1200000
1948,chr7,1200000,1300000
1949,chr7,1300000,1400000
1950,chr7,1400000,1500000
1951,chr7,1500000,1600000
1952,chr7,1600000,1700000
1953,chr7,1700000,1800000
1954,chr7,1800000,1900000
1955,chr7,1900000,2000000
1956,chr7,2000000,2100000
1957,chr7,2100000,2200000
1958,chr7,2200000,2300000
1959,chr7,2300000,2400000
1960,chr7,2400000,2500000
1961,chr7,2500000,2600000
1962,chr7,2600000,2700000
1963,chr7,2700000,2800000
1964,chr7,2800000,2900000
1965,chr7,2900000,3000000
1966,chr7,3000000,3100000
1967,chr7,3100000,3200000
1968,chr7,3200000,3300000
1969,chr7,3300000,3400000
1970,chr7,3400000,3500000
1971,chr7,3500000,3600000
1972,chr7,3600000,3700000
1973,chr7,3700000,3800000
1974,chr7,3800000,3900000
1975,chr7,3900000,4000000
1976,chr7,4000000,4100000
1977,chr7,4100000,4200000
1978,chr7,4200000,4300000
1979,chr7,4300000,4400000
1980,chr7,4400000,4500000
1981,chr7,4500000,4600000
1982,chr7,4600000,4700000
1983,chr7,4700000,4800000
1984,chr7,4800000,4900000
1985,chr7,4900000,5000000
1986,chr7,5000000,5100000
1987,chr7,5100000,5200000
1988,chr7,5200000,5300000
1989,chr7,5300000,5400000
1990,chr7,5400000,5500000
1991,chr7,5500000,5600000
1992,chr7,5600000,5700000
1993,chr7,5700000,5800000
1994,chr7,5800000,5900000
1995,chr7,5900000,6000000
1996,chr7,6000000,6100000
1997,chr7,6100000,6200000
1998,chr7,6200000,6300000
1999,chr7,6300000,6400000
2000,chr7,6400000,6500000
2001,chr7,6500000,6600000
2002,chr7,6600000,6700000
2003,chr7,6700000,6800000
2004,chr7,6800000,6900000
2005,chr7,6900000,7000000
2006,chr7,7000000,7100000
2007,chr7,7100000,7200000
2008,chr7,7200000,7300000
2009,chr7,7300000,7400000
2010,chr7,7400000,7500000
2011,chr7,7500000,7600000
2012,chr7,7600000,7700000
2013,chr7,7700000,7800000
2014,chr7,7800000,7900000
2015,chr7,7900000,8000000
2016,chr7,8000000,8100000
2017,chr7,8100000,8200000
2018,chr7,8200000,8300000
2019,chr7,8300000,8400000
2020,chr7,8400000,8500000
2021,chr7,8500000,8600000
2022,chr7,8600000,8700000
2023,chr7,8700000,8800000
2024,chr7,8800000,8900000
2025,chr7,8900000,9000000
2026,chr7,9000000,9100000
2027,chr7,9100000,9200000
2028,chr7,9200000,9300000
2029,chr7,9300000,9400000
2030,chr7,9400000,9500000
2031,chr7,9500000,9600000
2032,chr7,9600000,9700000
2033,chr7,9700000,9800000
2034,chr7,9800000,9900000
2035,chr7,9900000,10000000
2036,chr7,10000000,10100000
2037,chr7,10100000,10200000
2038,chr7,10200000,10300000
2039,chr7,10300000,10400000
2040,chr7,10400000,10500000
2041,chr7,10500000,10600000
2042,chr7,10600000,10700000
2043,chr7,10700000,10800000
2044,chr7,10800000,10900000
2045,chr7,10900000,11000000
2046,chr7,11000000,11100000
2047,chr7,11100000,11200000
2048,chr7,11200000,11300000
2049,chr7,11300000,11400000
2050,chr7,11400000,11500000
2051,chr7,11500000,11600000
2052,chr7,11600000,11700000
2053,chr7,11700000,11800000
2054,chr7,11800000,11900000
2055,chr7,11900000,12000000
2056,chr7,12000000,12100000
2057,chr7,12100000,12200000
2058,chr7,12200000,12300000
2059,chr7,12300000,12400000
2060,chr7,12400000,12500000
2061,chr7,12500000,12600000
2062,chr7,12600000,12700000
2063,chr7,12700000,12800000
2064,chr7,12800000,12900000
2065,chr7,12900000,13000000
2066,chr7,13000000,13100000
2067,chr7,13100000,13200000
2068,chr7,13200000,13300000
2069,chr7,13300000,13400000
2070,chr7,13400000,13500000
2071,chr7,13500000,13600000
2072,chr7,13600000,13700000
2073,chr7,13700000,13800000
2074,chr7,13800000,13900000
2075,chr7,13900000,14000000
2076,chr7,14000000,14100000
2077,chr7,14100000,14200000
2078,chr7,14200000,14300000
2079,chr7,14300000,14400000
2080,chr7,14400000,14500000
2081,chr7,14500000,14600000
2082,chr7,14600000,14700000
2083,chr7,14700000,14800000
2084,chr7,14800000,14900000
2085,chr7,14900000,15000000
2086,chr7,15000000,15100000
2087,chr7,15100000,15200000
2088,chr7,15200000,15300000
2089,chr7,15300000,15400000
2090,chr7,15400000,15500000
2091,chr7,15500000,15600000
2092,chr7,15600000,15700000
2093,chr7,15700000,15800000
2094,chr7,15800000,15900000
2095,chr7,15900000,16000000
2096,chr7,16000000,16100000
2097,chr7,16100000,16200000
2098,chr7,16200000,16300000
2099,chr7,16300000,16400000
2100,chr7,16400000,16500000
2101,chr7,16500000,16600000
2102,chr7,16600000,16700000
2103,chr7,16700000,16800000
2104,chr7,16800000,16900000
2105,chr7,16900000,17000000
2106,chr7,17000000,17100000
2107,chr7,17100000,17200000
2108,chr7,17200000,17300000
2109,chr7,17300000,17400000
2110,chr7,17400000,17500000
2111,chr7,17500000,17600000
2112,chr7,17600000,17700000
2113,chr7,17700000,17800000
2114,chr7,17800000,17900000
2115,chr7,17900000,18000000
2116,chr7,18000000,18100000
2117,chr7,18100000,18200000
2118,chr7,18200000,18300000
2119,chr7,18300000,18400000
2120,chr7,18400000,18500000
2121,chr7,18500000,18600000
2122,chr7,18600000,18700000
2123,chr7,18700000,18800000
2124,chr7,18800000,18900000
2125,chr7,18900000,19000000
2126,chr7,19000000,19100000
2127,chr7,19100000,19200000
2128,chr7,19200000,19300000
2129,chr7,19300000,19400000
2130,chr7,19400000,19500000
2131,chr7,19500000,19600000
2132,chr7,19600000,19700000
2133,chr7,19700000,19800000
2134,chr7,19800000,19900000
2135,chr7,19900000,20000000
2136,chr7,20000000,20100000
2137,chr7,20100000,20200000
2138,chr7,20200000,20300000
2139,chr7,20300000,20400000
2140,chr7,20400000,20500000
2141,chr7,20500000,20600000
2142,chr7,20600000,20700000
2143,chr7,20700000,20800000
2144,chr7,20800000,20900000
2145,chr7,20900000,21000000
2146,chr7,21000000,21100000
2147,chr7,21100000,21200000
2148,chr7,21200000,21300000
2149,chr7,21300000,21400000
2150,chr7,21400000,21500000
2151,chr7,21500000,21600000
2152,chr7,21600000,21700000
2153,chr7,21700000,21800000
2154,chr7,21800000,21900000
2155,chr7,21900000,22000000
2156,chr7,22000000,22100000
2157,chr7,22100000,22200000
2158,chr7,22200000,22300000
2159,chr7,22300000,22400000
2160,chr7,22400000,22500000
2161,chr7,22500000,22600000
2162,chr7,22600000,22700000
2163,chr7,22700000,22800000
2164,chr7,22800000,22900000
2165,chr7,22900000,23000000
2166,chr7,23000000,23100000
2167,chr7,23100000,23200000
2168,chr7,23200000,23300000
2169,chr7,23300000,23400000
2170,chr7,23400000,23500000
2171,chr7,23500000,23600000
2172,chr7,23600000,23700000
2173,chr7,23700000,23800000
2174,chr7,23800000,23900000
2175,chr7,23900000,24000000
2176,chr7,24000000,24100000
2177,chr7,24100000,24200000
2178,chr7,24200000,24300000
2179,chr7,24300000,24400000
2180,chr7,24400000,24500000
2181,chr7,24500000,24600000
2182,chr7,24600000,24700000
2183,chr7,24700000,24800000
2184,chr7,24800000,24900000
2185,chr7,24900000,25000000
2186,chr7,25000000,25100000
2187,chr7,25100000,25200000
2188,chr7,25200000,25300000
2189,chr7,25300000,25400000
2190,chr7,25400000,25500000
2191,chr7,25500000,25600000
2192,chr7,25600000,25700000
2193,chr7,25700000,25800000
2194,chr7,25800000,25900000
2195,chr7,25900000,26000000
2196,chr7,26000000,26100000
2197,chr7,26100000,26200000
2198,chr7,26200000,26300000
2199,chr7,26300000,26400000
2200,chr7,26400000,26500000
2201,chr7,26500000,26600000
2202,chr7,26600000,26700000
2203,chr7,26700000,26800000
2204,chr7,26800000,26900000
2205,chr7,26900000,27000000
2206,chr7,27000000,27100000
2207,chr7,27100000,27200000
2208,chr7,27200000,27300000
2209,chr7,27300000,27400000
2210,chr7,27400000,27500000
2211,chr7,27500000,27600000
2212,chr7,27600000,27700000
2213,chr7,27700000,27800000
2214,chr7,27800000,27900000
2215,chr7,27900000,28000000
2216,chr7,28000000,28100000
2217,chr7,28100000,28200000
2218,chr7,28200000,28300000
2219,chr7,28300000,28400000
2220,chr7,28400000,28500000
2221,chr7,28500000,28600000
2222,chr7,28600000,28700000
2223,chr7,28700000,28800000
2224,chr7,28800000,28900000
2225,chr7,28900000,29000000
2226,chr7,29000000,29100000
2227,chr7,29100000,29200000
2228,chr7,29200000,29300000
2229,chr7,29300000,29400000
2230,chr7,29400000,29500000
2231,chr7,29500000,29600000
2232,chr7,29600000,29700000
2233,chr7,29700000,29800000
2234,chr7,29800000,29900000
2235,chr7,29900000,30000000
2236,chr7,30000000,30100000
2237,chr7,30100000,30200000
2238,chr7,30200000,30300000
2239,chr7,30300000,30400000
2240,chr7,30400000,30500000
2241,chr7,30500000,30600000
2242,chr7,30600000,30700000
2243,chr7,30700000,30800000
2244,chr7,30800000,30900000
2245,chr8,0,100000
2246,chr8,100000,200000
2247,chr8,200000,300000
2248,chr8,300000,400000
2249,chr8,400000,500000
2250,chr8,500000,600000
2251,chr8,600000,700000
2252,chr8,700000,800000
2253,chr8,800000,900000
2254,chr8,900000,1000000
2255,chr8,1000000,1100000
2256,chr8,1100000,1200000
2257,chr8,1200000,1300000
2258,chr8,1300000,1400000
2259,chr8,1400000,1500000
2260,chr8,1500000,1600000
2261,chr8,1600000,1700000
2262,chr8,1700000,1800000
2263,chr8,1800000,1900000
2264,chr8,1900000,2000000
2265,chr8,2000000,2100000
2266,chr8,2100000,2200000
2267,chr8,2200000,2300000
2268,chr8,2300000,2400000
2269,chr8,2400000,2500000
2270,chr8,2500000,2600000
2271,chr8,2600000,2700000
2272,chr8,2700000,2800000
2273,chr8,2800000,2900000
2274,chr8,2900000,3000000
2275,chr8,3000000,3100000
2276,chr8,3100000,3200000
2277,chr8,3200000,3300000
2278,chr8,3300000,3400000
2279,chr8,3400000,3500000
2280,chr8,3500000,3600000
2281,chr8,3600000,3700000
2282,chr8,3700000,3800000
2283,chr8,3800000,3900000
2284,chr8,3900000,4000000
2285,chr8,4000000,4100000
2286,chr8,4100000,4200000
2287,chr8,4200000,4300000
2288,chr8,4300000,4400000
2289,chr8,4400000,4500000
2290,chr8,4500000,4600000
2291,chr8,4600000,4700000
2292,chr8,4700000,4800000
2293,chr8,4800000,4900000
2294,chr8,4900000,5000000
2295,chr8,5000000,5100000
2296,chr8,5100000,5200000
2297,chr8,5200000,5300000
2298,chr8,5300000,5400000
2299,chr8,5400000,5500000
2300,chr8,5500000,5600000
2301,chr8,5600000,5700000
2302,chr8,5700000,5800000
2303,chr8,5800000,5900000
2304,chr8,5900000,6000000
2305,chr8,6000000,6100000
2306,chr8,6100000,6200000
2307,chr8,6200000,6300000
2308,chr8,6300000,6400000
2309,chr8,6400000,6500000
2310,chr8,6500000,6600000
2311,chr8,6600000,6700000
2312,chr8,6700000,6800000
2313,chr8,6800000,6900000
2314,chr8,6900000,7000000
2315,chr8,7000000,7100000
2316,chr8,7100000,7200000
2317,chr8,7200000,7300000
2318,chr8,7300000,7400000
2319,chr8,7400000,7500000
2320,chr8,7500000,7600000
2321,chr8,7600000,7700000
2322,chr8,7700000,7800000
2323,chr8,7800000,7900000
2324,chr8,7900000,8000000
2325,chr8,8000000,8100000
2326,chr8,8100000,8200000
2327,chr8,8200000,8300000
2328,chr8,8300000,8400000
2329,chr8,8400000,8500000
2330,chr8,8500000,8600000
2331,chr8,8600000,8700000
2332,chr8,8700000,8800000
2333,chr8,8800000,8900000
2334,chr8,8900000,9000000
2335,chr8,9000000,9100000
2336,chr8,9100000,9200000
2337,chr8,9200000,9300000
2338,chr8,9300000,9400000
2339,chr8,9400000,9500000
2340,chr8,9500000,9600000
2341,chr8,9600000,9700000
2342,chr8,9700000,9800000
2343,chr8,9800000,9900000
2344,chr8,9900000,10000000
2345,chr8,10000000,10100000
2346,chr8,10100000,10200000
2347,chr8,10200000,10300000
2348,chr8,10300000,10400000
2349,chr8,10400000,10500000
2350,chr8,10500000,10600000
2351,chr8,10600000,10700000
2352,chr8,10700000,10800000
2353,chr8,10800000,10900000
2354,chr8,10900000,11000000
2355,chr8,11000000,11100000
2356,chr8,11100000,11200000
2357,chr8,11200000,11300000
2358,chr8,11300000,11400000
2359,chr8,11400000,11500000
2360,chr8,11500000,11600000
2361,chr8,11600000,11700000
2362,chr8,11700000,11800000
2363,chr8,11800000,11900000
2364,chr8,11900000,12000000
2365,chr8,12000000,12100000
2366,chr8,12100000,12200000
2367,chr8,12200000,12300000
2368,chr8,12300000,12400000
2369,chr8,12400000,12500000
2370,chr8,12500000,12600000
2371,chr8,12600000,12700000
2372,chr8,12700000,12800000
2373,chr8,12800000,12900000
2374,chr8,12900000,13000000
2375,chr8,13000000,13100000
2376,chr8,13100000,13200000
2377,chr8,13200000,13300000
2378,chr8,13300000,13400000
2379,chr8,13400000,13500000
2380,chr8,13500000,13600000
2381,chr8,13600000,13700000
2382,chr8,13700000,13800000
2383,chr8,13800000,13900000
2384,chr8,13900000,14000000
2385,chr8,14000000,14100000
2386,chr8,14100000,14200000
2387,chr8,14200000,14300000
2388,chr8,14300000,14400000
2389,chr8,14400000,14500000
2390,chr8,14500000,14600000
2391,chr8,14600000,14700000
2392,chr8,14700000,14800000
2393,chr8,14800000,14900000
2394,chr8,14900000,15000000
2395,chr8,15000000,15100000
2396,chr8,15100000,15200000
2397,chr8,15200000,15300000
2398,chr8,15300000,15400000
2399,chr8,15400000,15500000
2400,chr8,15500000,15600000
2401,chr8,15600000,15700000
2402,chr8,15700000,15800000
2403,chr8,15800000,15900000
2404,chr8,15900000,16000000
2405,chr8,16000000,16100000
2406,chr8,16100000,16200000
2407,chr8,16200000,16300000
2408,chr8,16300000,16400000
2409,chr8,16400000,16500000
2410,chr8,16500000,16600000
2411,chr8,16600000,16700000
2412,chr8,16700000,16800000
2413,chr8,16800000,16900000
2414,chr8,16900000,17000000
2415,chr8,17000000,17100000
2416,chr8,17100000,17200000
2417,chr8,17200000,17300000
2418,chr8,17300000,17400000
2419,chr8,17400000,17500000
2420,chr8,17500000,17600000
2421,chr8,17600000,17700000
2422,chr8,17700000,17800000
2423,chr8,17800000,17900000
2424,chr8,17900000,18000000
2425,chr8,18000000,18100000
2426,chr8,18100000,18200000
2427,chr8,18200000,18300000
2428,chr8,18300000,18400000
2429,chr8,18400000,18500000
2430,chr8,18500000,18600000
2431,chr8,18600000,18700000
2432,chr8,18700000,18800000
2433,chr8,18800000,18900000
2434,chr8,18900000,19000000
2435,chr8,19000000,19100000
2436,chr8,19100000,19200000
2437,chr8,19200000,19300000
2438,chr8,19300000,19400000
2439,chr8,19400000,19500000
2440,chr8,19500000,19600000
2441,chr8,19600000,19700000
2442,chr8,19700000,19800000
2443,chr8,19800000,19900000
2444,chr8,19900000,20000000
2445,chr8,20000000,20100000
2446,chr8,20100000,20200000
2447,chr8,20200000,20300000
2448,chr8,20300000,20400000
2449,chr8,20400000,20500000
2450,chr8,20500000,20600000
2451,chr8,20600000,20700000
2452,chr8,20700000,20800000
2453,chr8,20800000,20900000
2454,chr8,20900000,21000000
2455,chr8,21000000,21100000
2456,chr8,21100000,21200000
2457,chr8,21200000,21300000
2458,chr8,21300000,21400000
2459,chr8,21400000,21500000
2460,chr8,21500000,21600000
2461,chr8,21600000,21700000
2462,chr8,21700000,21800000
2463,chr8,21800000,21900000
2464,chr8,21900000,22000000
2465,chr8,22000000,22100000
2466,chr8,22100000,22200000
2467,chr8,22200000,22300000
2468,chr8,22300000,22400000
2469,chr8,22400000,22500000
2470,chr8,22500000,22600000
2471,chr8,22600000,22700000
2472,chr8,22700000,22800000
2473,chr8,22800000,22900000
2474,chr8,22900000,23000000
2475,chr8,23000000,23100000
2476,chr8,23100000,23200000
2477,chr8,23200000,23300000
2478,chr8,23300000,23400000
2479,chr8,23400000,23500000
2480,chr8,23500000,23600000
2481,chr8,23600000,23700000
2482,chr8,23700000,23800000
2483,chr8,23800000,23900000
2484,chr8,23900000,24000000
2485,chr8,24000000,24100000
2486,chr8,24100000,24200000
2487,chr8,24200000,24300000
2488,chr8,24300000,24400000
2489,chr8,24400000,24500000
2490,chr8,24500000,24600000
2491,chr8,24600000,24700000
2492,chr8,24700000,24800000
2493,chr8,24800000,24900000
2494,chr8,24900000,25000000
2495,chr8,25000000,25100000
2496,chr8,25100000,25200000
2497,chr8,25200000,25300000
2498,chr8,25300000,25400000
2499,chr8,25400000,25500000
2500,chr8,25500000,25600000
2501,chr8,25600000,25700000
2502,chr8,25700000,25800000
2503,chr8,25800000,25900000
2504,chr8,25900000,26000000
2505,chr8,26000000,26100000
2506,chr8,26100000,26200000
2507,chr8,26200000,26300000
2508,chr8,26300000,26400000
2509,chr8,26400000,26500000
2510,chr8,26500000,26600000
2511,chr8,26600000,26700000
2512,chr8,26700000,26800000
2513,chr8,26800000,26900000
2514,chr8,26900000,27000000
2515,chr8,27000000,27100000
2516,chr8,27100000,27200000
2517,chr8,27200000,27300000
2518,chr8,27300000,27400000
2519,chr8,27400000,27500000
2520,chr8,27500000,27600000
2521,chr8,27600000,27700000
2522,chr8,27700000,27800000
2523,chr8,27800000,27900000
2524,chr8,27900000,28000000
2525,chr8,28000000,28100000
2526,chr8,28100000,28200000
2527,chr8,28200000,28300000
2528,chr8,28300000,28400000
2529,chr8,28400000,28500000
2530,chr8,28500000,28600000
2531,chr8,28600000,28700000
2532,chr8,28700000,28800000
2533,chr8,28800000,28900000
2534,chr8,28900000,29000000
2535,chr8,29000000,29100000
2536,chr8,29100000,29200000
2537,chr8,29200000,29300000
2538,chr8,29300000,29400000
2539,chr8,29400000,29500000
2540,chr8,29500000,29600000
2541,chr8,29600000,29700000
2542,chr8,29700000,29800000
2543,chr8,29800000,29900000
2544,chr8,29900000,30000000
2545,chr8,30000000,30100000
2546,chr8,30100000,30200000
2547,chr8,30200000,30300000
2548,chr8,30300000,30400000
2549,chr8,30400000,30500000
2550,chr8,30500000,30600000
2551,chr8,30600000,30700000
2552,chr9,0,100000
2553,chr9,100000,200000
2554,chr9,200000,300000
2555,chr9,300000,400000
2556,chr9,400000,500000
2557,chr9,500000,600000
2558,chr9,600000,700000
2559,chr9,700000,800000
2560,chr9,800000,900000
2561,chr9,900000,1000000
2562,chr9,1000000,1100000
2563,chr9,1100000,1200000
2564,chr9,1200000,1300000
2565,chr9,1300000,1400000
2566,chr9,1400000,1500000
2567,chr9,1500000,1600000
2568,chr9,1600000,1700000
2569,chr9,1700000,1800000
2570,chr9,1800000,1900000
2571,chr9,1900000,2000000
2572,chr9,2000000,2100000
2573,chr9,2100000,2200000
2574,chr9,2200000,2300000
2575,chr9,2300000,2400000
2576,chr9,2400000,2500000
2577,chr9,2500000,2600000
2578,chr9,2600000,2700000
2579,chr9,2700000,2800000
2580,chr9,2800000,2900000
2581,chr9,2900000,3000000
2582,chr9,3000000,3100000
2583,chr9,3100000,3200000
2584,chr9,3200000,3300000
2585,chr9,3300000,3400000
2586,chr9,3400000,3500000
2587,chr9,3500000,3600000
2588,chr9,3600000,3700000
2589,chr9,3700000,3800000
2590,chr9,3800000,3900000
2591,chr9,3900000,4000000
2592,chr9,4000000,4100000
2593,chr9,4100000,4200000
2594,chr9,4200000,4300000
2595,chr9,4300000,4400000
2596,chr9,4400000,4500000
2597,chr9,4500000,4600000
2598,chr9,4600000,4700000
2599,chr9,4700000,4800000
2600,chr9,4800000,4900000
2601,chr9,4900000,5000000
2602,chr9,5000000,5100000
2603,chr9,5100000,5200000
2604,chr9,5200000,5300000
2605,chr9,5300000,5400000
2606,chr9,5400000,5500000
2607,chr9,5500000,5600000
2608,chr9,5600000,5700000
2609,chr9,5700000,5800000
2610,chr9,5800000,5900000
2611,chr9,5900000,6000000
2612,chr9,6000000,6100000
2613,chr9,6100000,6200000
2614,chr9,6200000,6300000
2615,chr9,6300000,6400000
2616,chr9,6400000,6500000
2617,chr9,6500000,6600000
2618,chr9,6600000,6700000
2619,chr9,6700000,6800000
2620,chr9,6800000,6900000
2621,chr9,6900000,7000000
2622,chr9,7000000,7100000
2623,chr9,7100000,7200000
2624,chr9,7200000,7300000
2625,chr9,7300000,7400000
2626,chr9,7400000,7500000
2627,chr9,7500000,7600000
2628,chr9,7600000,7700000
2629,chr9,7700000,7800000
2630,chr9,7800000,7900000
2631,chr9,7900000,8000000
2632,chr9,8000000,8100000
2633,chr9,8100000,8200000
2634,chr9,8200000,8300000
2635,chr9,8300000,8400000
2636,chr9,8400000,8500000
